id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,batting_first_team,chasing_team,batting_first_won,chasing_won,toss_winner_won
1,2017,Hyderabad,2017-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,0
2,2017,Pune,2017-06-04,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,,Rising Pune Supergiant,Mumbai Indians,1,0,1
3,2017,Rajkot,2017-07-04,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,,Kolkata Knight Riders,Gujarat Lions,1,0,1
4,2017,Indore,2017-08-04,Rising Pune Supergiant,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,,Punjab Kings,Rising Pune Supergiant,1,0,1
5,2017,Bangalore,2017-08-04,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,Unknown,Unknown,,Royal Challengers Bangalore,Delhi Capitals,1,0,1
6,2017,Hyderabad,2017-09-04,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,,Sunrisers Hyderabad,Gujarat Lions,1,0,1
7,2017,Mumbai,2017-09-04,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,,Mumbai Indians,Kolkata Knight Riders,1,0,1
8,2017,Indore,2017-10-04,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,,Royal Challengers Bangalore,Punjab Kings,0,1,0
9,2017,Pune,2017-11-04,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Delhi Capitals,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,,Rising Pune Supergiant,Delhi Capitals,0,1,0
10,2017,Mumbai,2017-12-04,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,,Mumbai Indians,Sunrisers Hyderabad,1,0,1
11,2017,Kolkata,,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,,Kolkata Knight Riders,Punjab Kings,1,0,1
12,2017,Bangalore,,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,,Mumbai Indians,Royal Challengers Bangalore,1,0,1
13,2017,Rajkot,,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,,Gujarat Lions,Rising Pune Supergiant,1,0,1
14,2017,Kolkata,,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,0
15,2017,Delhi,,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,Delhi Capitals,Punjab Kings,1,0,1
16,2017,Mumbai,,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,,Mumbai Indians,Gujarat Lions,1,0,1
17,2017,Bangalore,,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,,Royal Challengers Bangalore,Rising Pune Supergiant,0,1,0
18,2017,Delhi,,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,,Delhi Capitals,Kolkata Knight Riders,0,1,0
19,2017,Hyderabad,,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,,Punjab Kings,Sunrisers Hyderabad,0,1,0
20,2017,Rajkot,,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,,Gujarat Lions,Royal Challengers Bangalore,0,1,0
21,2017,Hyderabad,,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,,Sunrisers Hyderabad,Delhi Capitals,1,0,1
22,2017,Indore,,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,,Mumbai Indians,Punjab Kings,1,0,1
23,2017,Kolkata,,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,,Gujarat Lions,Kolkata Knight Riders,1,0,1
24,2017,Mumbai,,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,,Delhi Capitals,Mumbai Indians,0,1,0
25,2017,Pune,,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,,Rising Pune Supergiant,Sunrisers Hyderabad,1,0,1
26,2017,Rajkot,,Punjab Kings,Gujarat Lions,Gujarat Lions,field,normal,0,Punjab Kings,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,,Gujarat Lions,Punjab Kings,0,1,0
27,2017,Kolkata,,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,0
28,2017,Mumbai,,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,,Mumbai Indians,Rising Pune Supergiant,0,1,0
29,2017,Pune,,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,,Kolkata Knight Riders,Rising Pune Supergiant,1,0,1
30,2017,Bangalore,,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,,Gujarat Lions,Royal Challengers Bangalore,1,0,1
31,2017,Kolkata,,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,,Kolkata Knight Riders,Delhi Capitals,1,0,1
32,2017,Mohali,,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,,Punjab Kings,Sunrisers Hyderabad,0,1,0
33,2017,Pune,,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,,Royal Challengers Bangalore,Rising Pune Supergiant,0,1,0
34,2017,Rajkot,,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,Tie,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,,Gujarat Lions,Mumbai Indians,0,0,0
35,2017,Mohali,,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,,Punjab Kings,Delhi Capitals,1,0,1
36,2017,Hyderabad,,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,,Kolkata Knight Riders,Sunrisers Hyderabad,0,1,0
37,2017,Mumbai,2017-01-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,,Royal Challengers Bangalore,Mumbai Indians,0,1,0
38,2017,Pune,2017-01-05,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,,Rising Pune Supergiant,Gujarat Lions,1,0,1
39,2017,Delhi,2017-02-05,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,,Delhi Capitals,Sunrisers Hyderabad,1,0,1
40,2017,Kolkata,2017-03-05,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,,Rising Pune Supergiant,Kolkata Knight Riders,1,0,1
41,2017,Delhi,2017-04-05,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,,Delhi Capitals,Gujarat Lions,1,0,1
42,2017,Bangalore,2017-05-05,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,,Royal Challengers Bangalore,Punjab Kings,0,1,0
43,2017,Hyderabad,2017-06-05,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,,Sunrisers Hyderabad,Rising Pune Supergiant,0,1,0
44,2017,Delhi,2017-06-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,,Delhi Capitals,Mumbai Indians,0,1,0
45,2017,Bangalore,2017-07-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,,Kolkata Knight Riders,Royal Challengers Bangalore,1,0,1
46,2017,Mohali,2017-07-05,Punjab Kings,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,,Gujarat Lions,Punjab Kings,1,0,1
47,2017,Hyderabad,2017-08-05,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,,Mumbai Indians,Sunrisers Hyderabad,0,1,0
48,2017,Mohali,2017-09-05,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Punjab Kings,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,,Kolkata Knight Riders,Punjab Kings,0,1,0
49,2017,Kanpur,2017-10-05,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,,Delhi Capitals,Gujarat Lions,1,0,1
50,2017,Mumbai,2017-11-05,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,,Mumbai Indians,Punjab Kings,0,1,0
51,2017,Delhi,2017-12-05,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,normal,0,Delhi Capitals,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,,Delhi Capitals,Rising Pune Supergiant,1,0,1
52,2017,Kanpur,,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,,Sunrisers Hyderabad,Gujarat Lions,1,0,1
53,2017,Kolkata,,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,,Kolkata Knight Riders,Mumbai Indians,0,1,0
54,2017,Pune,,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,,Rising Pune Supergiant,Punjab Kings,1,0,1
55,2017,Delhi,,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,,Royal Challengers Bangalore,Delhi Capitals,1,0,1
56,2017,Mumbai,,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,,Mumbai Indians,Rising Pune Supergiant,0,1,0
57,2017,Bangalore,,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,,Kolkata Knight Riders,Sunrisers Hyderabad,1,0,1
58,2017,Bangalore,,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,,Mumbai Indians,Kolkata Knight Riders,1,0,1
59,2017,Hyderabad,,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,,Mumbai Indians,Rising Pune Supergiant,1,0,1
60,2008,Bangalore,,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,0
61,2008,Mohali,,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,,Chennai Super Kings,Punjab Kings,1,0,1
62,2008,Delhi,,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,,Rajasthan Royals,Delhi Capitals,0,1,0
63,2008,Mumbai,,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,,Mumbai Indians,Royal Challengers Bangalore,0,1,0
64,2008,Kolkata,,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,0
65,2008,Jaipur,,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,,Punjab Kings,Rajasthan Royals,0,1,0
66,2008,Hyderabad,,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,Sunrisers Hyderabad,Delhi Capitals,0,1,0
67,2008,Chennai,,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,,Mumbai Indians,Chennai Super Kings,0,1,0
68,2008,Hyderabad,,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,,Rajasthan Royals,Sunrisers Hyderabad,1,0,1
69,2008,Mohali,,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,,Mumbai Indians,Punjab Kings,0,1,0
70,2008,Bangalore,,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,,Rajasthan Royals,Royal Challengers Bangalore,1,0,1
71,2008,Chennai,,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,,Kolkata Knight Riders,Chennai Super Kings,0,1,0
72,2008,Mumbai,,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,Sunrisers Hyderabad,Mumbai Indians,1,0,1
73,2008,Mohali,,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,0,Punjab Kings,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,,Delhi Capitals,Punjab Kings,0,1,0
74,2008,Bangalore,,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,,Chennai Super Kings,Royal Challengers Bangalore,1,0,1
75,2008,Kolkata,,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,,Kolkata Knight Riders,Mumbai Indians,0,1,0
76,2008,Delhi,,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,,Royal Challengers Bangalore,Delhi Capitals,0,1,0
77,2008,Hyderabad,2008-01-05,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,,Punjab Kings,Sunrisers Hyderabad,1,0,1
78,2008,Jaipur,2008-01-05,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,,Rajasthan Royals,Kolkata Knight Riders,1,0,1
79,2008,Chennai,2008-02-05,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,,Chennai Super Kings,Delhi Capitals,0,1,0
80,2008,Hyderabad,,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,0
81,2008,Mohali,2008-03-05,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Punjab Kings,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,,Punjab Kings,Kolkata Knight Riders,1,0,1
82,2008,Mumbai,2008-04-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,,Delhi Capitals,Mumbai Indians,0,1,0
83,2008,Jaipur,2008-04-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,,Chennai Super Kings,Rajasthan Royals,0,1,0
84,2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,,Punjab Kings,Royal Challengers Bangalore,1,0,1
85,2008,Chennai,2008-06-05,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,,Sunrisers Hyderabad,Chennai Super Kings,1,0,1
86,2008,Mumbai,2008-07-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,,Mumbai Indians,Rajasthan Royals,1,0,1
87,2008,Delhi,2008-08-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,,Chennai Super Kings,Delhi Capitals,1,0,1
88,2008,Kolkata,2008-08-05,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,,Kolkata Knight Riders,Royal Challengers Bangalore,1,0,1
89,2008,Jaipur,2008-09-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,,Rajasthan Royals,Sunrisers Hyderabad,1,0,1
90,2008,Bangalore,,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,Mumbai Indians,Royal Challengers Bangalore,1,0,1
91,2008,Chennai,2008-10-05,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,,Punjab Kings,Chennai Super Kings,0,1,0
92,2008,Hyderabad,2008-11-05,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,Kolkata Knight Riders,Sunrisers Hyderabad,1,0,1
93,2008,Jaipur,2008-11-05,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,,Rajasthan Royals,Delhi Capitals,1,0,1
94,2008,Mohali,2008-12-05,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,,Royal Challengers Bangalore,Punjab Kings,0,1,0
95,2008,Kolkata,,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,,Kolkata Knight Riders,Delhi Capitals,1,0,1
96,2008,Mumbai,,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,,Mumbai Indians,Chennai Super Kings,1,0,1
97,2008,Mohali,,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,,Rajasthan Royals,Punjab Kings,0,1,0
98,2008,Delhi,,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,,Sunrisers Hyderabad,Delhi Capitals,0,1,0
99,2008,Mumbai,,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,,Mumbai Indians,Kolkata Knight Riders,1,0,1
100,2008,Delhi,,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,1,Punjab Kings,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,,Delhi Capitals,Punjab Kings,0,1,0
101,2008,Jaipur,,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,,Royal Challengers Bangalore,Rajasthan Royals,0,1,0
102,2008,Hyderabad,,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,,Sunrisers Hyderabad,Mumbai Indians,0,1,0
103,2008,Kolkata,,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,,Kolkata Knight Riders,Chennai Super Kings,0,1,0
